,dispatch_date,dispatch_time,location_block,crime_category,point_x,point_y
7,2023-02-09,19:54:00,5600 BLOCK Beaumont St,Robbery,-75.22908397,39.94062514
121,2023-02-09,15:11:00,4100 BLOCK LANCASTER AV,Robbery,-75.20571053,39.96497356
144,2023-02-09,14:07:00,S 15TH ST & MARKET ST ,Robbery,-75.16522971,39.95258581
298,2023-02-09,08:26:00,500 BLOCK W HILL CREEK DR,Robbery,-75.11129287,40.03724478
343,2023-02-09,03:28:00,N 6TH ST  & SPRING GARDEN ST ,Robbery,-75.14821395,39.96128568
352,2023-02-09,01:40:00,7700 BLOCK CASTOR AV,Robbery,-75.06036572,40.05779091
366,2023-02-09,00:15:00,3800 BLOCK N REESE ST,Robbery,-75.13707882,40.00950255
390,2023-02-08,21:46:00,5900 BLOCK BELDEN ST,Robbery,-75.08525555,40.03497307
427,2023-02-08,20:00:00,1100 BLOCK W SILVER ST,Robbery,-75.14945593,39.99419013
451,2023-02-08,19:13:00,FRANKFORD AV  & SHELMIRE AV ,Robbery,-75.03627966,40.03845025
492,2023-02-08,17:58:00,1600 BLOCK E MOUNT AIRY AV,Robbery,-75.17107836,40.07964602
528,2023-02-08,16:39:00,6300 BLOCK KEYSTONE ST,Robbery,-75.05042464,40.01872812
585,2023-02-08,14:26:00,4200 BLOCK Frankford Ave,Robbery,-75.08871202,40.01081666
630,2023-02-08,13:23:00,6500 BLOCK ENOLA ST,Robbery,-75.08556961,40.04630096
646,2023-02-08,12:51:00,100 BLOCK CECIL B MOORE AV,Robbery,-75.13641712,39.97572311
722,2023-02-08,10:25:00,S 8TH ST & MARKET ST ,Robbery,-75.1535853,39.95113623
814,2023-02-08,06:35:00,400 BLOCK W THOMPSON ST,Robbery,-75.14290327,39.97119768
834,2023-02-08,02:37:00,0 BLOCK N 19TH ST,Robbery,-75.17156776,39.9534207
839,2023-02-08,01:30:00,1500 BLOCK MARKET ST,Robbery,-75.16615407,39.95218006
844,2023-02-08,00:41:00,8700 BLOCK Marsden St,Robbery,-75.00943785,40.04504684
854,2023-02-07,23:45:00,500 BLOCK LIVEZEY ST,Robbery,-75.22349938,40.04473685
880,2023-02-07,21:26:00,1700 BLOCK N GRATZ ST,Robbery,-75.16474715,39.98004322
883,2023-02-07,21:12:00,700 BLOCK W Atlantic St,Robbery,-75.14113858,40.00543746
890,2023-02-07,20:54:00,4800 BLOCK N 16TH ST,Robbery,-75.15078288,40.02662292
933,2023-02-07,19:13:00,1900 BLOCK 68TH AV,Robbery,-75.15059426,40.05738563
937,2023-02-07,19:09:00,600 BLOCK ALCOTT ST,Robbery,-75.09958606,40.04177645
938,2023-02-07,19:09:00,5600 BLOCK GRAYS AV,Robbery,-75.21913707,39.93221595
955,2023-02-07,18:26:00,1500 BLOCK N BROAD ST,Robbery,-75.15744445,39.97645707
965,2023-02-07,18:04:00,1400 BLOCK E PASSYUNK AV,Robbery,-75.16214902,39.93209636
1024,2023-02-07,15:57:00,200 BLOCK S SYDENHAM ST,Robbery,-75.16664781,39.94888048
1047,2023-02-07,14:47:00,5400 BLOCK N 5TH ST,Robbery,-75.13080838,40.03355767
1050,2023-02-07,14:41:00,2200 BLOCK Wheatsheaf Ln,Robbery,-75.09236779,39.99889213
1061,2023-02-07,13:57:00,4800 BLOCK WALNUT ST,Robbery,-75.21851525,39.95615392
1140,2023-02-07,11:27:00,400 BLOCK S 19TH ST,Robbery,-75.17288842,39.94589896
1218,2023-02-07,08:02:00,3500 BLOCK KENSINGTON AV,Robbery,-75.10536776,40.00066031
1225,2023-02-07,07:40:00,6400 BLOCK N 20TH ST,Robbery,-75.15147064,40.05203753
1229,2023-02-07,06:59:00,400 BLOCK W SUSQUEHANNA AV,Robbery,-75.14020016,39.98417842
1250,2023-02-07,03:41:00,0 BLOCK W ROCKLAND ST,Robbery,-75.16202901,40.02758525
1253,2023-02-07,03:03:00,N 42ND ST  & MARKET ST ,Robbery,-75.20607767,39.95766822
1260,2023-02-07,01:33:00,1800 BLOCK E Somerset St,Robbery,-75.12254232,39.99139079
1474,2023-02-06,15:52:00,5600 BLOCK WYNDALE AV,Robbery,-75.23739002,39.98868199
1504,2023-02-06,14:51:00,1700 BLOCK S CHRISTOPHER COLUMBUS BLVD,Robbery,-75.14502823,39.92640857
1610,2023-02-06,11:19:00,2900 BLOCK FRANKFORD AV,Robbery,-75.11775963,39.99000134
1618,2023-02-06,10:57:00,2300 BLOCK COTTMAN AV,Robbery,-75.05686252,40.04771558
1641,2023-02-06,10:06:00,1900 BLOCK S 58th St,Robbery,-75.2285081,39.9356982
1678,2023-02-06,08:44:00,100 BLOCK E OLNEY AV,Robbery,-75.12040713,40.03579603
1689,2023-02-06,08:09:00,N 17TH ST  & W COURTLAND ST ,Robbery,-75.15303852,40.02359309
1726,2023-02-06,01:02:00,S 46TH ST  & KINGSESSING AV ,Robbery,-75.21140328,39.945812
1749,2023-02-05,23:04:00,4400 BLOCK N 9TH ST,Robbery,-75.14029488,40.01965586
1772,2023-02-05,20:47:00,700 BLOCK E HUNTING PARK AV,Robbery,-75.11492216,40.01148329
1773,2023-02-05,20:47:00,2500 BLOCK BROWN ST,Robbery,-75.17866496,39.97035432
1777,2023-02-05,20:39:00,700 BLOCK S 52ND ST,Robbery,-75.22611395,39.94607423
1781,2023-02-05,20:35:00,900 BLOCK FITZWATER ST,Robbery,-75.15798114,39.94070909
1789,2023-02-05,20:09:00,WHITAKER AV  & E ROOSEVELT BLVD ,Robbery,-75.10613482,40.02929999
1793,2023-02-05,19:57:00,1100 BLOCK E TIOGA ST,Robbery,-75.10707599,40.00063599
1796,2023-02-05,19:50:00,2200 BLOCK S 23RD ST,Robbery,-75.184902,39.92497229
1805,2023-02-05,19:29:00,S 20TH ST  & CHRISTIAN ST ,Robbery,-75.17584715,39.94123028
1835,2023-02-05,17:53:00,6500 BLOCK E WISTER ST,Robbery,-75.15742524,40.05334618
1882,2023-02-05,16:15:00,2100 BLOCK COTTMAN AV,Robbery,-75.06414552,40.04956939
1894,2023-02-05,15:50:00,700 BLOCK SOUTH ST,Robbery,-75.15539859,39.94226086
1912,2023-02-05,15:26:00,5200 BLOCK N 3RD ST,Robbery,-75.12915263,40.03012417
1934,2023-02-05,14:06:00,2900 BLOCK KENSINGTON AV,Robbery,-75.11988077,39.99263571
1936,2023-02-05,14:04:00,2100 BLOCK GOULD ST,Robbery,-75.23589288,39.92583683
1987,2023-02-05,12:17:00,3000 BLOCK ISLAND AV,Robbery,-75.23954512,39.90004152
2008,2023-02-05,11:27:00,5200 BLOCK HAWTHORNE ST,Robbery,-75.07463743,40.02051399
2014,2023-02-05,11:14:00,6300 BLOCK FRANKFORD AV,Robbery,-75.05803652,40.02812769
2177,2023-02-04,21:40:00,5600 BLOCK Rising Sun Ave,Robbery,-75.11007131,40.03913909
2179,2023-02-04,21:34:00,N 13TH ST  & W ONTARIO ST ,Robbery,-75.15004044,40.00442878
2190,2023-02-04,20:48:00,6000 BLOCK N BEECHWOOD ST,Robbery,-75.15708234,40.0466523
2195,2023-02-04,20:41:00,700 BLOCK W LEHIGH AV,Robbery,-75.14432717,39.99332187
2204,2023-02-04,20:11:00,0 BLOCK N JUNIPER ST,Robbery,-75.16241573,39.95296005
2212,2023-02-04,19:48:00,1900 BLOCK CALLOWHILL ST,Robbery,-75.17064986,39.96095423
2229,2023-02-04,18:42:00,600 BLOCK BROOKLYN ST,Robbery,-75.20822178,39.96403815
2261,2023-02-04,17:10:00,500 BLOCK ADAMS AV,Robbery,-75.10778444,40.03607058
2299,2023-02-04,15:29:00,2000 BLOCK S HEMBERGER ST,Robbery,-75.18349763,39.92707784
2309,2023-02-04,14:38:00,1000 BLOCK SURREY RD,Robbery,-75.05085022,40.0870464
2310,2023-02-04,14:37:00,500 BLOCK N 2ND ST,Robbery,-75.14176767,39.95947042
2367,2023-02-04,11:57:00,5300 BLOCK YOCUM ST,Robbery,-75.21847933,39.93755584
2403,2023-02-04,10:23:00,1200 BLOCK E ERIE AV,Robbery,-75.10407422,40.00499873
2407,2023-02-04,10:02:00,6100 BLOCK LANSDOWNE AV,Robbery,-75.24222953,39.97566363
2410,2023-02-04,09:49:00,5800 BLOCK LORETTO AV,Robbery,-75.08523861,40.03369001
2415,2023-02-04,09:35:00,300 BLOCK E UPSAL ST,Robbery,-75.1770584,40.05406453
2527,2023-02-03,20:34:00,5100 BLOCK N CAMAC ST,Robbery,-75.14330126,40.03047156
2591,2023-02-03,17:26:00,2800 BLOCK N FAIRHILL ST,Robbery,-75.14118813,39.9947881
2654,2023-02-03,15:00:00,4600 BLOCK BALTIMORE AV,Robbery,-75.2163356,39.94864003
2682,2023-02-03,13:18:00,3200 BLOCK FRIENDSHIP ST,Robbery,-75.0485568,40.03790117
2694,2023-02-03,13:04:00,2100 BLOCK N 10TH ST,Robbery,-75.14969552,39.9838651
2698,2023-02-03,12:56:00,W GIRARD AV & N WATTS ST ,Robbery,-75.15861341,39.97135707
2702,2023-02-03,12:52:00,N BROAD ST & W SUSQUEHANNA AV ,Robbery,-75.15627807,39.98629271
2708,2023-02-03,12:42:00,5200 BLOCK GERMANTOWN AV,Robbery,-75.16747839,40.03135524
2713,2023-02-03,12:29:00,5100 BLOCK Brown St,Robbery,-75.22236497,39.96547221
2728,2023-02-03,11:50:00,N 17TH ST & W CUMBERLAND ST ,Robbery,-75.16004773,39.99148295
2755,2023-02-03,10:42:00,600 BLOCK N CREIGHTON ST,Robbery,-75.22493243,39.97040286
2826,2023-02-03,08:17:00,1800 BLOCK GERMANTOWN AV,Robbery,-75.14323541,39.97895292
2838,2023-02-03,07:41:00,100 BLOCK ROSEMAR ST,Robbery,-75.12249321,40.04395479
2861,2023-02-03,02:55:00,1600 BLOCK N 2ND ST,Robbery,-75.13828299,39.97577255
2877,2023-02-03,01:11:00,7000 BLOCK RUTLAND ST,Robbery,-75.06953922,40.04647531
2881,2023-02-03,00:52:00,1300 BLOCK N Broad St,Robbery,-75.15951923,39.97352216
2882,2023-02-03,00:46:00,500 BLOCK MARKET ST,Robbery,-75.14714321,39.95066691
2906,2023-02-02,22:55:00,3000 BLOCK MARKET ST,Robbery,-75.1839278,39.95448139
2918,2023-02-02,21:43:00,5500 BLOCK Magnolia St,Robbery,-75.16667598,40.04040332
2992,2023-02-02,18:34:00,300 BLOCK ADAMS AV,Robbery,-75.11233622,40.04174923
3017,2023-02-02,17:29:00,200 BLOCK N 63RD ST,Robbery,-75.24623412,39.9670684
3063,2023-02-02,16:23:00,1000 BLOCK SOUTH ST,Robbery,-75.15937502,39.94311273
3072,2023-02-02,16:13:00,5900 BLOCK N HUTCHINSON ST,Robbery,-75.13636382,40.04207218
3077,2023-02-02,16:07:00,1500 BLOCK N Mascher St,Robbery,-75.13700514,39.9739328
3148,2023-02-02,12:58:00,5900 BLOCK DELANCEY ST,Robbery,-75.24002673,39.95587272
3325,2023-02-02,00:50:00,2500 BLOCK S 7TH ST,Robbery,-75.15925569,39.91780324
3366,2023-02-01,21:01:00,1900 BLOCK KIMBALL ST,Robbery,-75.17493494,39.93958981
3400,2023-02-01,19:23:00,7100 BLOCK LOUISE ST,Robbery,-75.15175217,40.06222928
3406,2023-02-01,19:12:00,1600 BLOCK E MONTGOMERY AV,Robbery,-75.13233458,39.97693685
3408,2023-02-01,19:05:00,1400 BLOCK WASHINGTON AV,Robbery,-75.16763073,39.93799968
3410,2023-02-01,19:01:00,1700 BLOCK ARLINGTON ST UNITA,Robbery,-75.16293744,39.98361606
3435,2023-02-01,18:12:00,7300 BLOCK RUSKIN RD,Robbery,-75.26149777,39.97627482
3456,2023-02-01,17:25:00,N 19TH ST  & MASTER ST ,Robbery,-75.16676908,39.97551668
3469,2023-02-01,16:53:00,3100 BLOCK JASPER ST,Robbery,-75.1146546,39.99392281
3495,2023-02-01,16:12:00,1200 BLOCK MARKET ST,Robbery,-75.16031725,39.95142028
3542,2023-02-01,14:29:00,4300 BLOCK ENFIELD AV,Robbery,-75.01965788,40.04129271
3561,2023-02-01,13:47:00,6300 BLOCK GERMANTOWN AV,Robbery,-75.18152368,40.04423476
3602,2023-02-01,11:58:00,900 BLOCK PRATT ST,Robbery,-75.09238596,40.03074667
3631,2023-02-01,11:02:00,2000 BLOCK W ALLEGHENY AV,Robbery,-75.16406692,40.00270659
3634,2023-02-01,10:50:00,100 BLOCK CALLOWHILL ST,Robbery,-75.14054491,39.95702774
3640,2023-02-01,10:45:00,3200 BLOCK RORER ST,Robbery,-75.12030431,39.99744623
3722,2023-02-01,08:05:00,N BROAD ST & W OLNEY AV ,Robbery,-75.14475191,40.03908202
3777,2023-02-01,00:00:00,1800 BLOCK Porter St,Robbery,-75.1772514,39.92048595
3782,2023-01-31,23:59:00,900 BLOCK SLOCUM ST,Robbery,-75.17412533,40.06470253
3818,2023-01-31,21:07:00,1800 BLOCK S 15TH ST,Robbery,-75.17061298,39.92720217
3819,2023-01-31,20:51:00,1400 BLOCK N Front St,Robbery,-75.13539945,39.97204202
3834,2023-01-31,20:21:00,900 BLOCK W Allegheny Ave,Robbery,-75.14412577,40.00216708
3838,2023-01-31,20:12:00,1100 BLOCK UNRUH AV,Robbery,-75.08037404,40.04651541
3904,2023-01-31,17:38:00,1800 BLOCK E ALLEGHENY AV,Robbery,-75.11335593,39.99647784
3921,2023-01-31,17:19:00,4800 BLOCK FAIRMOUNT AV,Robbery,-75.21671457,39.96379363
3922,2023-01-31,17:07:00,1200 BLOCK MARKET ST,Robbery,-75.16031725,39.95142028
3937,2023-01-31,16:52:00,500 BLOCK E WYOMING AV,Robbery,-75.11612316,40.02031598
3971,2023-01-31,15:55:00,E SHARPNACK ST & ROSS ST ,Robbery,-75.18157286,40.05165532
3987,2023-01-31,15:24:00,3100 BLOCK EMERALD ST,Robbery,-75.11378331,39.99314916
4015,2023-01-31,14:10:00,S 15TH ST  & MARKET ST ,Robbery,-75.16522971,39.95258581
4058,2023-01-31,12:35:00,1400 BLOCK W ERIE AV,Robbery,-75.15131155,40.00928285
4067,2023-01-31,12:10:00,3300 BLOCK GRANT AV,Robbery,-75.00670653,40.06824294
4088,2023-01-31,11:45:00,1400 BLOCK JOHN F KENNEDY BLVD,Robbery,-75.16383867,39.95250667
4139,2023-01-31,10:28:00,5400 BLOCK Media St,Robbery,-75.22957162,39.97551034
4229,2023-01-31,02:47:00,4900 BLOCK Hoopes St,Robbery,-75.22018296,39.96797862
4252,2023-01-30,23:21:00,2800 BLOCK COTTMAN AV,Robbery,-75.05253945,40.04333414
4264,2023-01-30,22:06:00,6600 BLOCK LORETTO AV,Robbery,-75.07654194,40.04281801
4301,2023-01-30,20:21:00,N 59TH ST  & MARKET ST ,Robbery,-75.23878687,39.96172431
4356,2023-01-30,18:03:00,0 BLOCK N 63rd St,Robbery,-75.24672859,39.96275834
4442,2023-01-30,15:41:00,600 BLOCK BROOKLYN ST,Robbery,-75.20775362,39.96413586
4448,2023-01-30,15:29:00,1700 BLOCK CHESTNUT ST,Robbery,-75.16904082,39.95122578
4459,2023-01-30,15:02:00,FRANKFORD AV & COTTMAN AV ,Robbery,-75.04075525,40.03680282
4468,2023-01-30,14:48:00,N 52ND ST & WESTMINSTER AV ,Robbery,-75.22514282,39.96815478
4506,2023-01-30,13:11:00,5300 BLOCK CHEW AV,Robbery,-75.15871378,40.04174034
4541,2023-01-30,11:58:00,5100 BLOCK CHESTER AV,Robbery,-75.2202476,39.94189479
4606,2023-01-30,09:51:00,1200 BLOCK LEOPARD ST,Robbery,-75.13496745,39.96955311
4650,2023-01-30,08:18:00,2500 BLOCK E ALLEGHENY AV,Robbery,-75.10438723,39.98632884
4705,2023-01-30,00:24:00,N 11TH ST  & MEDARY AV ,Robbery,-75.13768583,40.04841583
4714,2023-01-29,23:41:00,7100 BLOCK LAWNDALE ST,Robbery,-75.08333073,40.05797124
4715,2023-01-29,23:41:00,5900 BLOCK N HUTCHINSON ST,Robbery,-75.13582389,40.04249529
4718,2023-01-29,23:31:00,900 BLOCK BRIGHTON ST,Robbery,-75.07906907,40.05247078
4723,2023-01-29,23:12:00,27th St & W Lehigh Ave ,Robbery,-75.17554124,39.99664838
4730,2023-01-29,22:21:00,4700 BLOCK MASCHER ST,Robbery,-75.12573818,40.02202496
4732,2023-01-29,22:18:00,12500 BLOCK KNIGHTS TER,Robbery,-74.96695617,40.09151929
4735,2023-01-29,22:14:00,1600 BLOCK CECIL B MOORE AV,Robbery,-75.1617682,39.97896509
4755,2023-01-29,21:13:00,2000 BLOCK S BEECHWOOD ST,Robbery,-75.18208225,39.92714592
4776,2023-01-29,20:24:00,2100 BLOCK N BROAD ST,Robbery,-75.15560059,39.9858413
4786,2023-01-29,20:03:00,1500 BLOCK N 5TH ST,Robbery,-75.14456865,39.97423055
4796,2023-01-29,19:42:00,2300 BLOCK N FRONT ST,Robbery,-75.13248827,39.98499406
4807,2023-01-29,19:22:00,2100 BLOCK W SPENCER AV,Robbery,-75.15670772,40.04758338
4831,2023-01-29,17:53:00,S 63RD ST  & ELMWOOD AV ,Robbery,-75.22772685,39.9240448
4855,2023-01-29,16:26:00,1400 BLOCK N ROBINSON ST,Robbery,-75.24241927,39.97280277
4862,2023-01-29,16:11:00,2200 BLOCK W VENANGO ST,Robbery,-75.1657222,40.00912362
4863,2023-01-29,16:01:00,2900 BLOCK N 5TH ST,Robbery,-75.13939756,39.99604943
4944,2023-01-29,12:48:00,8000 BLOCK CRAIG ST,Robbery,-75.02835441,40.04274611
4970,2023-01-29,11:57:00,2200 BLOCK W ALLEGHENY AV,Robbery,-75.1661772,40.00368897
4985,2023-01-29,11:28:00,900 BLOCK W YORK ST,Robbery,-75.14711545,39.98827668
5030,2023-01-29,09:46:00,4200 BLOCK N BODINE ST,Robbery,-75.13123982,40.01607368
5040,2023-01-29,09:11:00,6000 BLOCK N BROAD ST,Robbery,-75.1442271,40.04503205
5071,2023-01-29,06:11:00,2300 BLOCK N Broad St,Robbery,-75.15534242,39.98808995
5075,2023-01-29,05:49:00,2100 BLOCK N LAMBERT ST,Robbery,-75.16727024,39.98715129
5124,2023-01-28,23:02:00,1800 BLOCK MASCHER ST,Robbery,-75.13585399,39.97817091
5142,2023-01-28,21:33:00,3700 BLOCK Chestnut St,Robbery,-75.19684902,39.95457958
5143,2023-01-28,21:33:00,1300 BLOCK W WYOMING AV,Robbery,-75.14590469,40.02406943
5192,2023-01-28,19:37:00,500 BLOCK S BROAD ST,Robbery,-75.16495645,39.94447772
5197,2023-01-28,19:25:00,900 BLOCK N TANEY ST,Robbery,-75.17967091,39.97403775
5198,2023-01-28,19:19:00,4800 BLOCK MARKET ST,Robbery,-75.21706082,39.95904593
5247,2023-01-28,16:43:00,5900 BLOCK N 12TH ST,Robbery,-75.14034478,40.04256566
5269,2023-01-28,15:53:00,2100 BLOCK E LEHIGH AV,Robbery,-75.12117279,39.98619465
5461,2023-01-28,07:04:00,2900 BLOCK N VAN PELT ST,Robbery,-75.16609505,39.99864264
5486,2023-01-28,01:32:00,N 20TH ST  & DIAMOND ST ,Robbery,-75.16610062,39.98597523
5488,2023-01-28,01:16:00,3100 BLOCK GUILFORD ST,Robbery,-75.04690985,40.04248792
5504,2023-01-27,23:59:00,0 BLOCK W BELLS MILL RD,Robbery,-75.2198088,40.08209409
5508,2023-01-27,23:46:00,5800 BLOCK RISING SUN AV,Robbery,-75.10357823,40.04345094
5521,2023-01-27,22:29:00,W ABBOTTSFORD AV  & LAURENS ST ,Robbery,-75.17040552,40.01968777
5551,2023-01-27,20:24:00,200 BLOCK S BROAD ST,Robbery,-75.16430807,39.94717982
5645,2023-01-27,15:46:00,4800 BLOCK FRANKFORD AV,Robbery,-75.08208284,40.01840505
5657,2023-01-27,15:25:00,2400 BLOCK ARAMINGO AV,Robbery,-75.12062193,39.9756029
5701,2023-01-27,13:35:00,2800 BLOCK N BROAD ST,Robbery,-75.15350667,39.996619
5846,2023-01-27,08:54:00,2200 BLOCK OREGON AV,Robbery,-75.18480112,39.91928737
5899,2023-01-27,03:08:00,700 BLOCK S 5TH ST,Robbery,-75.15112488,39.93995906
5922,2023-01-26,23:50:00,600 BLOCK E Tioga St,Robbery,-75.11770324,40.00178921
5925,2023-01-26,23:19:00,1600 BLOCK E HUNTING PARK AV,Robbery,-75.09560291,40.00892248
5926,2023-01-26,23:11:00,N 16TH ST  & CECIL B MOORE AV ,Robbery,-75.16113701,39.97911585
5956,2023-01-26,21:02:00,3400 BLOCK N 11TH ST,Robbery,-75.14686103,40.00488766
5961,2023-01-26,20:42:00,1400 BLOCK W INDIANA AV,Robbery,-75.15498952,39.99874124
5963,2023-01-26,20:38:00,1700 BLOCK S AVONDALE ST,Robbery,-75.24105458,39.92885261
6023,2023-01-26,18:44:00,2200 BLOCK N VAN PELT ST,Robbery,-75.16861904,39.98800097
6082,2023-01-26,16:42:00,200 BLOCK N SIMPSON ST,Robbery,-75.24896698,39.96690659
6194,2023-01-26,12:30:00,4200 BLOCK L St,Robbery,-75.10249676,40.0109941
6215,2023-01-26,11:40:00,2000 BLOCK W SPENCER AV,Robbery,-75.15372584,40.04745945
6236,2023-01-26,10:51:00,7000 BLOCK WOODLAND AV,Robbery,-75.24211649,39.91978162
6334,2023-01-26,04:53:00,26th And Oxford St,Robbery,-75.17758688,39.9797838
6350,2023-01-26,01:58:00,400 BLOCK S 60TH ST,Robbery,-75.24165536,39.94671219
6363,2023-01-26,00:06:00,Susquehanna And Gaul St,Robbery,-75.12682975,39.97585649
6367,2023-01-25,23:50:00,7200 BLOCK WOODLAND AV,Robbery,-75.24376878,39.91857526
6370,2023-01-25,23:31:00,JEANES HOSPITAL @ 7600 CENTRAL AV ,Robbery,-75.08707775,40.06857509
6377,2023-01-25,22:42:00,1300 BLOCK FRANKFORD AV,Robbery,-75.1344966,39.97036845
6380,2023-01-25,22:29:00,1300 BLOCK S 58TH ST,Robbery,-75.23499206,39.9418572
6384,2023-01-25,22:17:00,4600 BLOCK BALTIMORE AV,Robbery,-75.21503408,39.94862661
6391,2023-01-25,21:44:00,8000 BLOCK DITMAN ST,Robbery,-75.02540147,40.03682096
6416,2023-01-25,20:23:00,2000 BLOCK E CLEMENTINE ST,Robbery,-75.11144189,39.99149407
6432,2023-01-25,19:33:00,5700 BLOCK WHITBY AV,Robbery,-75.23375409,39.94208667
6438,2023-01-25,19:09:00,200 BLOCK N 63RD ST,Robbery,-75.24623412,39.9670684
6455,2023-01-25,18:26:00,4400 BLOCK RISING SUN AV,Robbery,-75.12673391,40.01790269
6457,2023-01-25,18:23:00,3200 BLOCK N BROAD ST,Robbery,-75.15306828,40.00274051
6610,2023-01-25,12:58:00,4700 BLOCK RISING SUN AV,Robbery,-75.1256106,40.02227904
6766,2023-01-25,02:30:00,N 10TH ST  & W ROCKLAND ST ,Robbery,-75.14030666,40.02675506
6768,2023-01-25,02:18:00,N 13TH ST  & MARKET ST ,Robbery,-75.16144155,39.95210998
6795,2023-01-24,23:14:00,3100 BLOCK KENSINGTON AV,Robbery,-75.1155786,39.99548866
6804,2023-01-24,22:38:00,6900 BLOCK BUIST AV,Robbery,-75.23518989,39.91704832
6813,2023-01-24,21:57:00,N BROAD ST  & W WYOMING AV ,Robbery,-75.14789683,40.02456292
6817,2023-01-24,21:37:00,1600 BLOCK N HOWARD ST,Robbery,-75.13560761,39.97441736
6831,2023-01-24,20:54:00,N 22ND ST  & W ALLEGHENY AV ,Robbery,-75.16589839,40.00327851
6853,2023-01-24,20:18:00,3700 BLOCK STANTON ST,Robbery,-75.19449574,40.01014577
6886,2023-01-24,19:13:00,5100 BLOCK N PENN ST,Robbery,-75.08124098,40.02251737
6898,2023-01-24,18:53:00,5000 BLOCK MC KEAN AV,Robbery,-75.17026273,40.02207615
6977,2023-01-24,16:17:00,4100 BLOCK City Ave 6abc,Robbery,-75.21448997,40.00580161
6980,2023-01-24,16:13:00,3900 BLOCK Claridge St,Robbery,-75.10464439,40.0065111
7030,2023-01-24,14:19:00,3400 BLOCK N 3RD ST,Robbery,-75.13478977,40.00252368
7073,2023-01-24,13:13:00,200 BLOCK W ALLEGHENY AV,Robbery,-75.13470965,39.99962813
7083,2023-01-24,12:49:00,1500 BLOCK CHESTNUT ST,Robbery,-75.16665308,39.95152784
7087,2023-01-24,12:44:00,300 BLOCK W THOMPSON ST,Robbery,-75.14131756,39.97097056
7104,2023-01-24,12:12:00,1500 BLOCK MARKET ST,Robbery,-75.16615407,39.95218006
7133,2023-01-24,11:14:00,2700 BLOCK N BROAD ST,Robbery,-75.15383095,39.99413114
7244,2023-01-24,04:28:00,1000 BLOCK ELLSWORTH ST,Robbery,-75.16064153,39.93548449
7253,2023-01-24,02:01:00,100 BLOCK W QUEEN LN,Robbery,-75.17028589,40.03024829
7264,2023-01-24,00:14:00,4200 BLOCK GERMANTOWN AVE,Robbery,-75.15557187,40.01901775
7286,2023-01-23,22:09:00,3500 BLOCK N 13TH ST,Robbery,-75.14973999,40.00594666
7293,2023-01-23,21:35:00,5500 BLOCK N 2ND ST,Robbery,-75.12563513,40.03498885
7301,2023-01-23,20:55:00,3900 BLOCK CASTOR AV,Robbery,-75.09950138,40.00626375
